,datetime,avg_price,volume,day_before,yn_before,lank,day_percent
0,2020-01-13,33.7,8,0.0,-,0.0,0.0
1,2020-01-14,34.2,18,0.5,▲,1.0,1.5
2,2020-01-15,34.4,16,0.2,▲,2.0,0.6
3,2020-01-16,36.0,14,1.6,▲,3.0,4.7
4,2020-01-17,36.7,9,0.7,▲,4.0,1.9
5,2020-01-18,37.9,6,1.2,▲,5.0,3.3
6,2020-01-19,38.7,6,0.8,▲,6.0,2.1
7,2020-01-20,37.8,11,-0.9,▼,5.0,-2.3
8,2020-01-21,37.3,8,-0.5,▼,4.0,-1.3
9,2020-01-22,37.8,10,0.5,▲,5.0,1.3
10,2020-01-23,37.4,6,-0.4,▼,4.0,-1.1
11,2020-01-24,36.6,7,-0.8,▼,3.0,-2.1
12,2020-01-25,37.3,8,0.7,▲,4.0,1.9
13,2020-01-26,37.7,9,0.4,▲,5.0,1.1
14,2020-01-27,38.6,8,0.9,▲,6.0,2.4
15,2020-01-28,40.0,6,1.4,▲,7.0,3.6
16,2020-01-29,42.5,9,2.5,▲,8.0,6.2
17,2020-01-30,44.5,6,2.0,▲,9.0,4.7
18,2020-01-31,45.1,9,0.6,▲,10.0,1.3
19,2020-02-01,43.2,16,-1.9,▼,9.0,-4.2
20,2020-02-02,41.8,19,-1.4,▼,8.0,-3.2
21,2020-02-03,40.7,8,-1.1,▼,7.0,-2.6
22,2020-02-04,39.8,4,-0.9,▼,6.0,-2.2
23,2020-02-05,38.3,8,-1.5,▼,5.0,-3.8
24,2020-02-06,39.0,9,0.7,▲,6.0,1.8
25,2020-02-07,39.5,6,0.5,▲,7.0,1.3
26,2020-02-08,39.6,7,0.1,▲,8.0,0.3
27,2020-02-09,38.7,15,-0.9,▼,7.0,-2.3
28,2020-02-10,39.2,6,0.5,▲,8.0,1.3
29,2020-02-11,40.0,11,0.8,▲,9.0,2.0
30,2020-02-12,40.0,8,0.0,-,9.0,0.0
31,2020-02-13,39.5,8,-0.5,▼,8.0,-1.2
32,2020-02-14,40.5,38,1.0,▲,9.0,2.5
33,2020-02-15,41.0,50,0.5,▲,10.0,1.2
34,2020-02-16,42.0,39,1.0,▲,11.0,2.4
35,2020-02-17,43.5,26,1.5,▲,12.0,3.6
36,2020-02-18,45.0,14,1.5,▲,13.0,3.4
37,2020-02-19,46.4,6,1.4,▲,14.0,3.1
38,2020-02-20,46.4,8,0.0,-,14.0,0.0
39,2020-02-21,46.3,11,-0.1,▼,13.0,-0.2
40,2020-02-22,45.8,9,-0.5,▼,12.0,-1.1
41,2020-02-23,45.3,11,-0.5,▼,11.0,-1.1
42,2020-02-24,42.9,8,-2.4,▼,10.0,-5.3
43,2020-02-25,43.9,6,1.0,▲,11.0,2.3
44,2020-02-26,45.0,5,1.1,▲,12.0,2.5
45,2020-02-27,45.1,15,0.1,▲,13.0,0.2
46,2020-02-28,45.0,10,-0.1,▼,12.0,-0.2
47,2020-02-29,47.0,16,2.0,▲,13.0,4.4
48,2020-03-01,46.8,14,-0.2,▼,12.0,-0.4
49,2020-03-02,46.6,10,-0.2,▼,11.0,-0.4
50,2020-03-03,47.7,7,1.1,▲,12.0,2.4
51,2020-03-04,47.3,9,-0.4,▼,11.0,-0.8
52,2020-03-05,46.8,8,-0.5,▼,10.0,-1.1
53,2020-03-06,46.8,12,0.0,-,10.0,0.0
54,2020-03-07,46.8,27,0.0,-,10.0,0.0
55,2020-03-08,45.7,14,-1.1,▼,9.0,-2.4
56,2020-03-09,47.2,19,1.5,▲,10.0,3.3
57,2020-03-10,48.7,8,1.5,▲,11.0,3.2
58,2020-03-11,49.4,10,0.7,▲,12.0,1.4
59,2020-03-12,49.1,7,-0.3,▼,11.0,-0.6
60,2020-03-13,49.8,11,0.7,▲,12.0,1.4
61,2020-03-14,47.7,5,-2.1,▼,11.0,-4.2
62,2020-03-15,45.2,15,-2.5,▼,10.0,-5.2
63,2020-03-16,44.7,16,-0.5,▼,9.0,-1.1
64,2020-03-17,42.7,6,-2.0,▼,8.0,-4.5
65,2020-03-18,41.9,10,-0.8,▼,7.0,-1.9
66,2020-03-19,42.7,17,0.8,▲,8.0,1.9
67,2020-03-20,43.1,11,0.4,▲,9.0,0.9
68,2020-03-21,42.6,13,-0.5,▼,8.0,-1.2
69,2020-03-22,44.1,18,1.5,▲,9.0,3.5
70,2020-03-23,44.9,7,0.8,▲,10.0,1.8
71,2020-03-24,44.7,11,-0.2,▼,9.0,-0.4
72,2020-03-25,43.8,11,-0.9,▼,8.0,-2.0
73,2020-03-26,44.2,7,0.4,▲,9.0,0.9
74,2020-03-27,43.7,18,-0.5,▼,8.0,-1.1
75,2020-03-28,41.9,14,-1.8,▼,7.0,-4.1
76,2020-03-29,43.4,19,1.5,▲,8.0,3.6
77,2020-03-30,45.4,9,2.0,▲,9.0,4.6
78,2020-03-31,46.0,6,0.6,▲,10.0,1.3
79,2020-04-01,46.7,20,0.7,▲,11.0,1.5
80,2020-04-02,48.2,21,1.5,▲,12.0,3.2
81,2020-04-03,48.1,16,-0.1,▼,11.0,-0.2
82,2020-04-04,47.9,14,-0.2,▼,10.0,-0.4
83,2020-04-05,47.6,20,-0.3,▼,9.0,-0.6
84,2020-04-06,47.9,13,0.3,▲,10.0,0.6
85,2020-04-07,46.9,22,-1.0,▼,9.0,-2.1
86,2020-04-08,46.9,8,0.0,-,9.0,0.0
87,2020-04-09,46.5,11,-0.4,▼,8.0,-0.9
88,2020-04-10,46.6,15,0.1,▲,9.0,0.2
89,2020-04-11,46.1,16,-0.5,▼,8.0,-1.1
90,2020-04-12,47.4,15,1.3,▲,9.0,2.8
91,2020-04-13,46.5,17,-0.9,▼,8.0,-1.9
92,2020-04-14,46.6,13,0.1,▲,9.0,0.2
93,2020-04-15,47.3,15,0.7,▲,10.0,1.5
94,2020-04-16,48.2,19,0.9,▲,11.0,1.9
95,2020-04-17,48.3,18,0.1,▲,12.0,0.2
96,2020-04-18,49.3,21,1.0,▲,13.0,2.1
97,2020-04-19,49.3,9,0.0,-,13.0,0.0
98,2020-04-20,49.7,10,0.4,▲,14.0,0.8
99,2020-04-21,49.8,9,0.1,▲,15.0,0.2
100,2020-04-22,49.8,11,0.0,-,15.0,0.0
101,2020-04-23,49.9,14,0.1,▲,16.0,0.2
102,2020-04-24,48.9,17,-1.0,▼,15.0,-2.0
103,2020-04-25,47.5,11,-1.4,▼,14.0,-2.9
104,2020-04-26,47.4,9,-0.1,▼,13.0,-0.2
105,2020-04-27,47.3,10,-0.1,▼,12.0,-0.2
106,2020-04-28,47.1,19,-0.2,▼,11.0,-0.4
107,2020-04-29,47.1,16,0.0,-,11.0,0.0
108,2020-04-30,48.0,10,0.9,▲,12.0,1.9
109,2020-05-01,48.0,12,0.0,-,12.0,0.0
110,2020-05-02,47.9,8,-0.1,▼,11.0,-0.2
111,2020-05-03,48.0,18,0.1,▲,12.0,0.2
112,2020-05-04,49.3,11,1.3,▲,13.0,2.7
113,2020-05-05,48.7,13,-0.6,▼,12.0,-1.2
114,2020-05-06,48.4,11,-0.3,▼,11.0,-0.6
