,datetime,avg_price,volume,day_before,yn_before,lank,day_percent
0,2020-01-13,158.3,41,0.0,-,0.0,0.0
1,2020-01-14,157.8,41,-0.5,▼,-1.0,-0.3
2,2020-01-15,158.4,37,0.6,▲,0.0,0.4
3,2020-01-16,157.5,45,-0.9,▼,-1.0,-0.6
4,2020-01-17,157.7,55,0.2,▲,0.0,0.1
5,2020-01-18,159.2,38,1.5,▲,1.0,1.0
6,2020-01-19,158.6,41,-0.6,▼,0.0,-0.4
7,2020-01-20,158.1,31,-0.5,▼,-1.0,-0.3
8,2020-01-21,161.6,31,3.5,▲,0.0,2.2
9,2020-01-22,163.4,25,1.8,▲,1.0,1.1
10,2020-01-23,162.9,31,-0.5,▼,0.0,-0.3
11,2020-01-24,163.8,23,0.9,▲,1.0,0.6
12,2020-01-25,163.8,38,0.0,-,1.0,0.0
13,2020-01-26,160.8,27,-3.0,▼,0.0,-1.8
14,2020-01-27,158.7,33,-2.1,▼,-1.0,-1.3
15,2020-01-28,155.7,29,-3.0,▼,-2.0,-1.9
16,2020-01-29,153.4,26,-2.3,▼,-3.0,-1.5
17,2020-01-30,151.4,40,-2.0,▼,-4.0,-1.3
18,2020-01-31,150.2,20,-1.2,▼,-5.0,-0.8
19,2020-02-01,150.1,30,-0.1,▼,-6.0,-0.1
20,2020-02-02,150.0,49,-0.1,▼,-7.0,-0.1
21,2020-02-03,148.4,32,-1.6,▼,-8.0,-1.1
22,2020-02-04,146.4,38,-2.0,▼,-9.0,-1.3
23,2020-02-05,144.6,31,-1.8,▼,-10.0,-1.2
24,2020-02-06,144.3,28,-0.3,▼,-11.0,-0.2
25,2020-02-07,142.4,30,-1.9,▼,-12.0,-1.3
26,2020-02-08,143.4,34,1.0,▲,-11.0,0.7
27,2020-02-09,144.9,31,1.5,▲,-10.0,1.0
28,2020-02-10,147.3,23,2.4,▲,-9.0,1.7
29,2020-02-11,149.7,27,2.4,▲,-8.0,1.6
30,2020-02-12,152.6,22,2.9,▲,-7.0,1.9
31,2020-02-13,152.7,28,0.1,▲,-6.0,0.1
32,2020-02-14,153.2,46,0.5,▲,-5.0,0.3
33,2020-02-15,156.8,45,3.6,▲,-4.0,2.3
34,2020-02-16,157.4,47,0.6,▲,-3.0,0.4
35,2020-02-17,158.5,37,1.1,▲,-2.0,0.7
36,2020-02-18,162.5,26,4.0,▲,-1.0,2.5
37,2020-02-19,165.0,15,2.5,▲,0.0,1.5
38,2020-02-20,164.5,20,-0.5,▼,-1.0,-0.3
39,2020-02-21,164.5,18,0.0,-,-1.0,0.0
40,2020-02-22,163.8,24,-0.7,▼,-2.0,-0.4
41,2020-02-23,160.3,21,-3.5,▼,-3.0,-2.1
42,2020-02-24,157.8,21,-2.5,▼,-4.0,-1.6
43,2020-02-25,153.3,27,-4.5,▼,-5.0,-2.9
44,2020-02-26,148.8,23,-4.5,▼,-6.0,-2.9
45,2020-02-27,143.0,26,-5.8,▼,-7.0,-3.9
46,2020-02-28,138.0,31,-5.0,▼,-8.0,-3.5
47,2020-02-29,134.5,31,-3.5,▼,-9.0,-2.5
48,2020-03-01,132.5,30,-2.0,▼,-10.0,-1.5
49,2020-03-02,130.5,26,-2.0,▼,-11.0,-1.5
50,2020-03-03,132.0,19,1.5,▲,-10.0,1.1
51,2020-03-04,130.5,28,-1.5,▼,-11.0,-1.1
52,2020-03-05,129.9,25,-0.6,▼,-12.0,-0.5
53,2020-03-06,130.9,48,1.0,▲,-11.0,0.8
54,2020-03-07,132.9,47,2.0,▲,-10.0,1.5
55,2020-03-08,137.8,38,4.9,▲,-9.0,3.7
56,2020-03-09,144.8,24,7.0,▲,-8.0,5.1
57,2020-03-10,148.9,30,4.1,▲,-7.0,2.8
58,2020-03-11,151.4,32,2.5,▲,-6.0,1.7
59,2020-03-12,149.9,20,-1.5,▼,-7.0,-1.0
60,2020-03-13,144.0,32,-5.9,▼,-8.0,-3.9
61,2020-03-14,140.4,34,-3.6,▼,-9.0,-2.5
62,2020-03-15,136.4,43,-4.0,▼,-10.0,-2.8
63,2020-03-16,131.8,29,-4.6,▼,-11.0,-3.4
64,2020-03-17,130.8,28,-1.0,▼,-12.0,-0.8
65,2020-03-18,130.1,35,-0.7,▼,-13.0,-0.5
66,2020-03-19,128.2,39,-1.9,▼,-14.0,-1.5
67,2020-03-20,127.2,26,-1.0,▼,-15.0,-0.8
68,2020-03-21,125.8,27,-1.4,▼,-16.0,-1.1
69,2020-03-22,124.3,39,-1.5,▼,-17.0,-1.2
70,2020-03-23,122.9,28,-1.4,▼,-18.0,-1.1
71,2020-03-24,121.4,26,-1.5,▼,-19.0,-1.2
72,2020-03-25,119.8,30,-1.6,▼,-20.0,-1.3
73,2020-03-26,121.1,24,1.3,▲,-19.0,1.1
74,2020-03-27,122.9,24,1.8,▲,-18.0,1.5
75,2020-03-28,125.0,52,2.1,▲,-17.0,1.7
76,2020-03-29,127.0,43,2.0,▲,-16.0,1.6
77,2020-03-30,129.4,28,2.4,▲,-15.0,1.9
78,2020-03-31,129.0,44,-0.4,▼,-16.0,-0.3
79,2020-04-01,128.2,55,-0.8,▼,-17.0,-0.6
80,2020-04-02,124.7,38,-3.5,▼,-18.0,-2.7
81,2020-04-03,122.7,54,-2.0,▼,-19.0,-1.6
82,2020-04-04,121.3,58,-1.4,▼,-20.0,-1.1
83,2020-04-05,119.9,40,-1.4,▼,-21.0,-1.2
84,2020-04-06,117.4,37,-2.5,▼,-22.0,-2.1
85,2020-04-07,118.3,30,0.9,▲,-21.0,0.8
86,2020-04-08,116.3,53,-2.0,▼,-22.0,-1.7
87,2020-04-09,114.8,34,-1.5,▼,-23.0,-1.3
88,2020-04-10,114.2,48,-0.6,▼,-24.0,-0.5
89,2020-04-11,113.7,39,-0.5,▼,-25.0,-0.4
90,2020-04-12,112.3,38,-1.4,▼,-26.0,-1.2
