,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
5,2020-12-13,64.3,126,0.1,▲,-28.0,0.2,-1.0,9825.0,nezha_prime_set
9,2020-12-13,57.1,86,-0.1,▼,-6.0,-0.2,-3.0,41079.0,mesa_prime_set
303,2020-12-13,37.9,84,0.1,▲,16.0,0.3,-19.0,29583.0,arcane_grace
302,2020-12-13,63.0,81,-0.3,▼,91.0,-0.5,-64.0,46320.0,arcane_energize
32,2020-12-13,54.7,81,0.1,▲,-58.0,0.2,-6.0,26053.0,inaros_prime_set
25,2020-12-13,33.7,78,0.6,▲,-40.0,1.8,-20.0,37381.0,wukong_prime_set
19,2020-12-13,170.7,73,-0.8,▼,58.0,-0.5,3.0,27319.0,saryn_prime_set
34,2020-12-13,59.2,72,0.3,▲,-19.0,0.5,16.0,5205.0,guandao_prime_set
12,2020-12-13,32.0,70,0.4,▲,-84.0,1.3,14.0,40919.0,ivara_prime_set
13,2020-12-13,62.8,65,0.2,▲,15.0,0.3,13.0,26562.0,chroma_prime_set
