,datetime,avg_price,volume,day_before,yn_before,lank,day_percent
0,2020-01-13,82.8,32,0.0,-,0.0,0.0
1,2020-01-14,83.7,27,0.9,▲,1.0,1.1
2,2020-01-15,83.4,31,-0.3,▼,0.0,-0.4
3,2020-01-16,83.5,16,0.1,▲,1.0,0.1
4,2020-01-17,83.5,18,0.0,-,1.0,0.0
5,2020-01-18,82.4,35,-1.1,▼,0.0,-1.3
6,2020-01-19,80.5,16,-1.9,▼,-1.0,-2.3
7,2020-01-20,82.0,35,1.5,▲,0.0,1.9
8,2020-01-21,82.4,22,0.4,▲,1.0,0.5
9,2020-01-22,82.3,23,-0.1,▼,0.0,-0.1
10,2020-01-23,83.0,17,0.7,▲,1.0,0.9
11,2020-01-24,84.5,20,1.5,▲,2.0,1.8
12,2020-01-25,83.4,21,-1.1,▼,1.0,-1.3
13,2020-01-26,83.4,25,0.0,-,1.0,0.0
14,2020-01-27,84.0,21,0.6,▲,2.0,0.7
15,2020-01-28,84.8,16,0.8,▲,3.0,1.0
16,2020-01-29,86.3,24,1.5,▲,4.0,1.8
17,2020-01-30,88.6,30,2.3,▲,5.0,2.7
18,2020-01-31,90.5,25,1.9,▲,6.0,2.1
19,2020-02-01,91.0,29,0.5,▲,7.0,0.6
20,2020-02-02,91.0,30,0.0,-,7.0,0.0
21,2020-02-03,90.0,23,-1.0,▼,6.0,-1.1
22,2020-02-04,88.2,30,-1.8,▼,5.0,-2.0
23,2020-02-05,86.7,31,-1.5,▼,4.0,-1.7
24,2020-02-06,86.2,25,-0.5,▼,3.0,-0.6
25,2020-02-07,85.4,27,-0.8,▼,2.0,-0.9
26,2020-02-08,86.2,40,0.8,▲,3.0,0.9
27,2020-02-09,87.9,14,1.7,▲,4.0,2.0
28,2020-02-10,88.4,51,0.5,▲,5.0,0.6
29,2020-02-11,89.4,36,1.0,▲,6.0,1.1
30,2020-02-12,90.9,32,1.5,▲,7.0,1.7
31,2020-02-13,92.1,26,1.2,▲,8.0,1.3
32,2020-02-14,93.4,18,1.3,▲,9.0,1.4
33,2020-02-15,92.5,38,-0.9,▼,8.0,-1.0
34,2020-02-16,91.9,31,-0.6,▼,7.0,-0.6
35,2020-02-17,91.6,25,-0.3,▼,6.0,-0.3
36,2020-02-18,89.6,36,-2.0,▼,5.0,-2.2
37,2020-02-19,90.0,16,0.4,▲,6.0,0.4
38,2020-02-20,92.9,10,2.9,▲,7.0,3.2
39,2020-02-21,93.9,20,1.0,▲,8.0,1.1
40,2020-02-22,95.5,15,1.6,▲,9.0,1.7
41,2020-02-23,97.8,23,2.3,▲,10.0,2.4
42,2020-02-24,96.9,12,-0.9,▼,9.0,-0.9
43,2020-02-25,95.0,25,-1.9,▼,8.0,-2.0
44,2020-02-26,95.5,21,0.5,▲,9.0,0.5
45,2020-02-27,95.6,16,0.1,▲,10.0,0.1
46,2020-02-28,95.3,30,-0.3,▼,9.0,-0.3
47,2020-02-29,94.5,32,-0.8,▼,8.0,-0.8
48,2020-03-01,97.0,20,2.5,▲,9.0,2.6
49,2020-03-02,94.3,25,-2.7,▼,8.0,-2.8
50,2020-03-03,94.8,15,0.5,▲,9.0,0.5
51,2020-03-04,95.1,16,0.3,▲,10.0,0.3
52,2020-03-05,94.9,25,-0.2,▼,9.0,-0.2
53,2020-03-06,95.4,32,0.5,▲,10.0,0.5
54,2020-03-07,100.4,28,5.0,▲,11.0,5.2
55,2020-03-08,100.5,31,0.1,▲,12.0,0.1
56,2020-03-09,101.7,33,1.2,▲,13.0,1.2
57,2020-03-10,103.7,23,2.0,▲,14.0,2.0
58,2020-03-11,103.7,43,0.0,-,14.0,0.0
59,2020-03-12,105.0,36,1.3,▲,15.0,1.3
60,2020-03-13,106.0,31,1.0,▲,16.0,1.0
61,2020-03-14,107.0,34,1.0,▲,17.0,0.9
62,2020-03-15,109.0,38,2.0,▲,18.0,1.9
63,2020-03-16,110.9,16,1.9,▲,19.0,1.7
64,2020-03-17,109.7,28,-1.2,▼,18.0,-1.1
65,2020-03-18,111.7,33,2.0,▲,19.0,1.8
66,2020-03-19,113.7,19,2.0,▲,20.0,1.8
67,2020-03-20,113.2,29,-0.5,▼,19.0,-0.4
68,2020-03-21,112.8,20,-0.4,▼,18.0,-0.4
69,2020-03-22,111.2,41,-1.6,▼,17.0,-1.4
70,2020-03-23,107.7,36,-3.5,▼,16.0,-3.1
71,2020-03-24,102.7,32,-5.0,▼,15.0,-4.6
72,2020-03-25,101.2,27,-1.5,▼,14.0,-1.5
73,2020-03-26,100.2,26,-1.0,▼,13.0,-1.0
74,2020-03-27,101.9,24,1.7,▲,14.0,1.7
75,2020-03-28,102.9,31,1.0,▲,15.0,1.0
76,2020-03-29,104.9,39,2.0,▲,16.0,1.9
77,2020-03-30,106.4,23,1.5,▲,17.0,1.4
78,2020-03-31,106.4,28,0.0,-,17.0,0.0
79,2020-04-01,104.7,37,-1.7,▼,16.0,-1.6
80,2020-04-02,103.9,30,-0.8,▼,15.0,-0.8
81,2020-04-03,101.9,37,-2.0,▼,14.0,-1.9
82,2020-04-04,100.9,37,-1.0,▼,13.0,-1.0
83,2020-04-05,99.4,55,-1.5,▼,12.0,-1.5
84,2020-04-06,98.2,32,-1.2,▼,11.0,-1.2
85,2020-04-07,96.5,36,-1.7,▼,10.0,-1.7
86,2020-04-08,99.0,28,2.5,▲,11.0,2.6
87,2020-04-09,99.5,45,0.5,▲,12.0,0.5
88,2020-04-10,99.1,50,-0.4,▼,11.0,-0.4
89,2020-04-11,101.1,30,2.0,▲,12.0,2.0
90,2020-04-12,102.6,46,1.5,▲,13.0,1.5
91,2020-04-13,101.8,24,-0.8,▼,12.0,-0.8
92,2020-04-14,100.8,26,-1.0,▼,11.0,-1.0
93,2020-04-15,101.1,22,0.3,▲,12.0,0.3
94,2020-04-16,99.6,31,-1.5,▼,11.0,-1.5
95,2020-04-17,99.6,28,0.0,-,11.0,0.0
96,2020-04-18,97.9,34,-1.7,▼,10.0,-1.7
97,2020-04-19,97.3,23,-0.6,▼,9.0,-0.6
98,2020-04-20,97.0,41,-0.3,▼,8.0,-0.3
99,2020-04-21,97.3,27,0.3,▲,9.0,0.3
100,2020-04-22,97.2,28,-0.1,▼,8.0,-0.1
101,2020-04-23,98.4,19,1.2,▲,9.0,1.2
102,2020-04-24,98.7,20,0.3,▲,10.0,0.3
103,2020-04-25,98.9,27,0.2,▲,11.0,0.2
104,2020-04-26,98.9,33,0.0,-,11.0,0.0
105,2020-04-27,98.0,33,-0.9,▼,10.0,-0.9
106,2020-04-28,97.3,25,-0.7,▼,9.0,-0.7
107,2020-04-29,97.8,26,0.5,▲,10.0,0.5
108,2020-04-30,97.9,13,0.1,▲,11.0,0.1
109,2020-05-01,98.0,24,0.1,▲,12.0,0.1
110,2020-05-02,98.8,34,0.8,▲,13.0,0.8
111,2020-05-03,99.6,26,0.8,▲,14.0,0.8
112,2020-05-04,98.7,37,-0.9,▼,13.0,-0.9
113,2020-05-05,98.6,30,-0.1,▼,12.0,-0.1
114,2020-05-06,97.7,27,-0.9,▼,11.0,-0.9
115,2020-05-07,96.9,39,-0.8,▼,10.0,-0.8
116,2020-05-08,95.6,41,-1.3,▼,9.0,-1.3
117,2020-05-09,95.8,36,0.2,▲,10.0,0.2
118,2020-05-10,94.0,35,-1.8,▼,9.0,-1.9
119,2020-05-11,94.0,30,0.0,-,9.0,0.0
120,2020-05-12,94.0,21,0.0,-,9.0,0.0
121,2020-05-13,94.0,30,0.0,-,9.0,0.0
122,2020-05-14,93.5,28,-0.5,▼,8.0,-0.5
123,2020-05-15,94.0,51,0.5,▲,9.0,0.5
124,2020-05-16,94.0,48,0.0,-,9.0,0.0
125,2020-05-17,93.9,34,-0.1,▼,8.0,-0.1
126,2020-05-18,94.7,67,0.8,▲,9.0,0.9
127,2020-05-19,95.5,26,0.8,▲,10.0,0.8
128,2020-05-20,96.7,23,1.2,▲,11.0,1.3
129,2020-05-21,97.4,24,0.7,▲,12.0,0.7
130,2020-05-22,95.9,33,-1.5,▼,11.0,-1.5
131,2020-05-23,96.0,25,0.1,▲,12.0,0.1
132,2020-05-24,96.0,22,0.0,-,12.0,0.0
133,2020-05-25,96.1,22,0.1,▲,13.0,0.1
134,2020-05-26,95.9,28,-0.2,▼,12.0,-0.2
135,2020-05-27,95.9,54,0.0,-,12.0,0.0
136,2020-05-28,96.5,34,0.6,▲,13.0,0.6
137,2020-05-29,96.2,31,-0.3,▼,12.0,-0.3
138,2020-05-30,96.4,34,0.2,▲,13.0,0.2
139,2020-05-31,96.7,16,0.3,▲,14.0,0.3
140,2020-06-01,99.1,20,2.4,▲,15.0,2.5
141,2020-06-02,98.9,25,-0.2,▼,14.0,-0.2
142,2020-06-03,99.2,16,0.3,▲,15.0,0.3
143,2020-06-04,99.2,31,0.0,-,15.0,0.0
144,2020-06-05,100.9,26,1.7,▲,16.0,1.7
145,2020-06-06,101.1,32,0.2,▲,17.0,0.2
146,2020-06-07,101.1,22,0.0,-,17.0,0.0
147,2020-06-08,101.3,25,0.2,▲,18.0,0.2
148,2020-06-09,101.7,35,0.4,▲,19.0,0.4
149,2020-06-10,100.1,17,-1.6,▼,18.0,-1.6
