,datetime,avg_price,volume,day_before,yn_before,lank,day_percent
0,2020-03-30,,1,0.0,-,0.0,0.0
1,2020-04-03,,1,,▲,1.0,
2,2020-04-04,,1,,▲,2.0,
3,2020-04-10,8.0,1,,▲,3.0,
4,2020-04-14,7.0,1,-1.0,▼,2.0,-12.5
5,2020-04-19,7.6,1,0.6,▲,3.0,8.6
6,2020-04-20,7.4,1,-0.2,▼,2.0,-2.6
7,2020-04-21,7.8,1,0.4,▲,3.0,5.4
8,2020-04-27,8.4,1,0.6,▲,4.0,7.7
9,2020-05-03,9.4,1,1.0,▲,5.0,11.9
10,2020-05-04,9.8,1,0.4,▲,6.0,4.3
11,2020-05-06,10.0,2,0.2,▲,7.0,2.0
12,2020-05-09,9.4,1,-0.6,▼,6.0,-6.0
13,2020-05-15,9.4,1,0.0,-,6.0,0.0
14,2020-05-19,9.4,1,0.0,-,6.0,0.0
15,2020-05-23,8.4,1,-1.0,▼,5.0,-10.6
16,2020-05-25,8.9,3,0.5,▲,6.0,6.0
17,2020-05-27,8.7,1,-0.2,▼,5.0,-2.2
18,2020-05-29,10.3,1,1.6,▲,6.0,18.4
19,2020-05-30,10.1,1,-0.2,▼,5.0,-1.9
20,2020-06-01,10.9,2,0.8,▲,6.0,7.9
21,2020-06-05,10.2,1,-0.7,▼,5.0,-6.4
22,2020-06-08,10.4,1,0.2,▲,6.0,2.0
23,2020-06-18,8.8,1,-1.6,▼,5.0,-15.4
24,2020-06-23,8.0,1,-0.8,▼,4.0,-9.1
25,2020-06-29,8.2,1,0.2,▲,5.0,2.5
26,2020-06-30,9.4,1,1.2,▲,6.0,14.6
27,2020-07-02,10.0,1,0.6,▲,7.0,6.4
28,2020-07-06,9.0,1,-1.0,▼,6.0,-10.0
29,2020-07-09,9.0,1,0.0,-,6.0,0.0
30,2020-07-11,10.0,1,1.0,▲,7.0,11.1
31,2020-07-16,8.4,1,-1.6,▼,6.0,-16.0
32,2020-07-19,7.6,2,-0.8,▼,5.0,-9.5
33,2020-07-21,8.2,1,0.6,▲,6.0,7.9
34,2020-07-30,8.8,1,0.6,▲,7.0,7.3
35,2020-08-01,7.2,1,-1.6,▼,6.0,-18.2
36,2020-08-02,7.8,1,0.6,▲,7.0,8.3
37,2020-08-09,8.2,1,0.4,▲,8.0,5.1
38,2020-08-16,8.2,1,0.0,-,8.0,0.0
39,2020-08-17,8.0,1,-0.2,▼,7.0,-2.4
40,2020-08-19,8.6,1,0.6,▲,8.0,7.5
41,2020-08-20,8.2,1,-0.4,▼,7.0,-4.7
42,2020-08-21,7.6,1,-0.6,▼,6.0,-7.3
43,2020-08-29,9.0,1,1.4,▲,7.0,18.4
