,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank
0,2020-01-13,24.4,53,0.0,-,0.0,0.0,0.0,0.0
1,2020-01-14,24.4,50,0.0,-,0.0,0.0,-3.0,50.0
2,2020-01-15,23.9,52,-0.5,▼,-1.0,-2.0,2.0,102.0
3,2020-01-16,24.0,56,0.1,▲,0.0,0.4,4.0,158.0
4,2020-01-17,24.2,56,0.2,▲,1.0,0.8,0.0,214.0
5,2020-01-18,24.5,58,0.3,▲,2.0,1.2,2.0,272.0
6,2020-01-19,25.0,69,0.5,▲,3.0,2.0,11.0,341.0
7,2020-01-20,26.2,33,1.2,▲,4.0,4.8,-36.0,374.0
8,2020-01-21,26.7,46,0.5,▲,5.0,1.9,13.0,420.0
9,2020-01-22,27.2,52,0.5,▲,6.0,1.9,6.0,472.0
10,2020-01-23,27.1,53,-0.1,▼,5.0,-0.4,1.0,525.0
11,2020-01-24,27.1,35,0.0,-,5.0,0.0,-18.0,560.0
12,2020-01-25,27.1,33,0.0,-,5.0,0.0,-2.0,593.0
13,2020-01-26,26.9,37,-0.2,▼,4.0,-0.7,4.0,630.0
14,2020-01-27,28.0,51,1.1,▲,5.0,4.1,14.0,681.0
15,2020-01-28,29.1,33,1.1,▲,6.0,3.9,-18.0,714.0
16,2020-01-29,29.6,43,0.5,▲,7.0,1.7,10.0,757.0
17,2020-01-30,29.4,45,-0.2,▼,6.0,-0.7,2.0,802.0
18,2020-01-31,29.0,43,-0.4,▼,5.0,-1.4,-2.0,845.0
19,2020-02-01,27.5,51,-1.5,▼,4.0,-5.2,8.0,896.0
20,2020-02-02,26.5,65,-1.0,▼,3.0,-3.6,14.0,961.0
21,2020-02-03,25.9,55,-0.6,▼,2.0,-2.3,-10.0,1016.0
22,2020-02-04,26.1,29,0.2,▲,3.0,0.8,-26.0,1045.0
23,2020-02-05,26.4,44,0.3,▲,4.0,1.1,15.0,1089.0
24,2020-02-06,26.4,45,0.0,-,4.0,0.0,1.0,1134.0
25,2020-02-07,26.4,38,0.0,-,4.0,0.0,-7.0,1172.0
26,2020-02-08,26.2,51,-0.2,▼,3.0,-0.8,13.0,1223.0
27,2020-02-09,25.4,48,-0.8,▼,2.0,-3.1,-3.0,1271.0
28,2020-02-10,25.1,44,-0.3,▼,1.0,-1.2,-4.0,1315.0
29,2020-02-11,25.4,37,0.3,▲,2.0,1.2,-7.0,1352.0
30,2020-02-12,25.8,38,0.4,▲,3.0,1.6,1.0,1390.0
31,2020-02-13,25.9,40,0.1,▲,4.0,0.4,2.0,1430.0
32,2020-02-14,26.8,80,0.9,▲,5.0,3.5,40.0,1510.0
33,2020-02-15,27.7,75,0.9,▲,6.0,3.4,-5.0,1585.0
34,2020-02-16,28.2,77,0.5,▲,7.0,1.8,2.0,1662.0
35,2020-02-17,28.6,31,0.4,▲,8.0,1.4,-46.0,1693.0
36,2020-02-18,29.1,41,0.5,▲,9.0,1.7,10.0,1734.0
37,2020-02-19,29.1,25,0.0,-,9.0,0.0,-16.0,1759.0
38,2020-02-20,28.9,34,-0.2,▼,8.0,-0.7,9.0,1793.0
39,2020-02-21,29.1,31,0.2,▲,9.0,0.7,-3.0,1824.0
40,2020-02-22,29.0,37,-0.1,▼,8.0,-0.3,6.0,1861.0
41,2020-02-23,28.9,35,-0.1,▼,7.0,-0.3,-2.0,1896.0
42,2020-02-24,28.9,47,0.0,-,7.0,0.0,12.0,1943.0
43,2020-02-25,29.1,34,0.2,▲,8.0,0.7,-13.0,1977.0
44,2020-02-26,28.9,32,-0.2,▼,7.0,-0.7,-2.0,2009.0
45,2020-02-27,29.2,33,0.3,▲,8.0,1.0,1.0,2042.0
46,2020-02-28,29.4,48,0.2,▲,9.0,0.7,15.0,2090.0
47,2020-02-29,29.3,32,-0.1,▼,8.0,-0.3,-16.0,2122.0
48,2020-03-01,28.9,65,-0.4,▼,7.0,-1.4,33.0,2187.0
49,2020-03-02,28.9,29,0.0,-,7.0,0.0,-36.0,2216.0
50,2020-03-03,28.4,37,-0.5,▼,6.0,-1.7,8.0,2253.0
51,2020-03-04,28.5,37,0.1,▲,7.0,0.4,0.0,2290.0
52,2020-03-05,28.7,36,0.2,▲,8.0,0.7,-1.0,2326.0
53,2020-03-06,29.0,43,0.3,▲,9.0,1.0,7.0,2369.0
54,2020-03-07,28.9,53,-0.1,▼,8.0,-0.3,10.0,2422.0
55,2020-03-08,29.4,56,0.5,▲,9.0,1.7,3.0,2478.0
56,2020-03-09,29.4,45,0.0,-,9.0,0.0,-11.0,2523.0
57,2020-03-10,29.4,34,0.0,-,9.0,0.0,-11.0,2557.0
58,2020-03-11,29.6,53,0.2,▲,10.0,0.7,19.0,2610.0
59,2020-03-12,29.9,34,0.3,▲,11.0,1.0,-19.0,2644.0
60,2020-03-13,29.5,55,-0.4,▼,10.0,-1.3,21.0,2699.0
61,2020-03-14,29.2,48,-0.3,▼,9.0,-1.0,-7.0,2747.0
62,2020-03-15,29.0,40,-0.2,▼,8.0,-0.7,-8.0,2787.0
63,2020-03-16,28.9,35,-0.1,▼,7.0,-0.3,-5.0,2822.0
64,2020-03-17,28.6,38,-0.3,▼,6.0,-1.0,3.0,2860.0
65,2020-03-18,28.8,43,0.2,▲,7.0,0.7,5.0,2903.0
66,2020-03-19,28.9,38,0.1,▲,8.0,0.3,-5.0,2941.0
67,2020-03-20,28.4,53,-0.5,▼,7.0,-1.7,15.0,2994.0
68,2020-03-21,28.2,48,-0.2,▼,6.0,-0.7,-5.0,3042.0
69,2020-03-22,28.3,33,0.1,▲,7.0,0.4,-15.0,3075.0
70,2020-03-23,27.4,54,-0.9,▼,6.0,-3.2,21.0,3129.0
71,2020-03-24,26.6,71,-0.8,▼,5.0,-2.9,17.0,3200.0
72,2020-03-25,27.4,53,0.8,▲,6.0,3.0,-18.0,3253.0
73,2020-03-26,27.5,45,0.1,▲,7.0,0.4,-8.0,3298.0
74,2020-03-27,27.2,94,-0.3,▼,6.0,-1.1,49.0,3392.0
75,2020-03-28,27.3,97,0.1,▲,7.0,0.4,3.0,3489.0
76,2020-03-29,27.3,87,0.0,-,7.0,0.0,-10.0,3576.0
77,2020-03-30,26.4,67,-0.9,▼,6.0,-3.3,-20.0,3643.0
78,2020-03-31,26.0,52,-0.4,▼,5.0,-1.5,-15.0,3695.0
79,2020-04-01,25.4,55,-0.6,▼,4.0,-2.3,3.0,3750.0
80,2020-04-02,25.1,52,-0.3,▼,3.0,-1.2,-3.0,3802.0
81,2020-04-03,24.8,70,-0.3,▼,2.0,-1.2,18.0,3872.0
82,2020-04-04,24.4,46,-0.4,▼,1.0,-1.6,-24.0,3918.0
83,2020-04-05,23.8,52,-0.6,▼,0.0,-2.5,6.0,3970.0
84,2020-04-06,23.6,50,-0.2,▼,-1.0,-0.8,-2.0,4020.0
85,2020-04-07,23.8,45,0.2,▲,0.0,0.8,-5.0,4065.0
86,2020-04-08,23.9,67,0.1,▲,1.0,0.4,22.0,4132.0
87,2020-04-09,24.0,80,0.1,▲,2.0,0.4,13.0,4212.0
88,2020-04-10,23.2,82,-0.8,▼,1.0,-3.3,2.0,4294.0
89,2020-04-11,22.7,71,-0.5,▼,0.0,-2.2,-11.0,4365.0
90,2020-04-12,22.1,81,-0.6,▼,-1.0,-2.6,10.0,4446.0
91,2020-04-13,22.0,45,-0.1,▼,-2.0,-0.5,-36.0,4491.0
92,2020-04-14,21.0,64,-1.0,▼,-3.0,-4.5,19.0,4555.0
